Date,ABSA,ARM,BAMB,BAT,BOC,BRIT,CABL,CARB,CGEN,CIC,COOP,CRWN,CTUM,DTK,EABL,EGAD,EQTY,EVRD,FTGH,HAFR,HFCK,IMH,JUB,KAPC,KCB,KEGN,KENO,KNRE,KPLC,KPLC-P4,KPLC-P7,KQ,KUKZ,KURV,LBTY,LIMT,LKL,MSC,NBK,NCBA,NMG,NSE,OCH,ORCH,PORT,SASN,SBIC,SCAN,SCBK,SCOM,SGL,SLAM,SMER,TCL,TOTL,TPSE,UCHM,UMME,UNGA,WTK,XPRS,^FNK15,^FNK25,^N20I,^N25I,^NASI
03/09/2015,13.1,47.75,165,750,125,17.1,12,15.9,39,6.75,18,68.5,49.95,200,274,30,41.5,2.85,6.6,1.95,21.85,107,501,180,44,8.3,8.2,17.05,14.85,5.5,5.5,5.65,310,"1,500.00",20.75,"1,085.00",6.75,1.75,17.2,44.65,162,20,4,100,54,15.2,90,35,227.75,15.2,37.5,67,4.05,14.95,19.15,32,8.65,19.2,41.5,399,4.05,187.08,186.61,"4,153.31",,144.95
04/09/2015,13,49.25,167,676,125,16.6,12.3,15.85,39,6.75,18,70,50,200,277,30,41.75,3.05,6.7,1.95,21.4,107.5,508,180,45,8.15,8.25,17.05,15,5.5,5.5,5.6,310,"1,500.00",21,"1,085.00",6.95,1.75,18.15,45.9,162,20,4.05,100,53.5,15.2,89.5,33.75,234,14.85,37.5,67,4.25,14.9,18.55,32,9.35,19.2,41.5,389,4.3,187.16,186.83,"4,134.41",,144.04
07/09/2015,13,49.75,170,742,125,16.55,11.95,15.8,39,6.7,18,70,51.75,200,280,30,42.25,2.8,6.5,1.95,21.5,118.5,495,198,46.25,8.4,8.3,17.15,15.25,5.5,5.5,5.65,310,"1,500.00",20.75,"1,085.00",6.85,1.75,17.9,46.45,162,20,4.05,100,54,15.2,91.5,33,243.5,14.6,37.5,67,4.1,14.95,20,30.25,9.9,19.2,40.75,389,4.5,188.49,188.23,"4,194.73",,145.11
08/09/2015,12.85,49,170,756,125,16.75,11.6,15.8,39,6.65,18.15,68.5,52.25,204,282,30,43,2.95,7,1.95,21.8,121.5,495,217,46.5,8.4,8.45,17.65,15.25,5.5,5.5,5.95,310,"1,500.00",21.75,"1,085.00",7.15,1.75,17.8,46.8,161,20.6,4.3,100,53.5,15.05,89.5,34,243.75,14.6,37.5,67.5,4.15,14.9,19.3,31.25,9.65,17.5,40.75,389,4.5,189.51,189.32,"4,216.83",,145.64
09/09/2015,12.95,49,170,756,125,16.95,11.65,15.85,39,6.9,18.05,63.5,53.75,204,286,30,44.25,3.05,6.95,1.95,21.4,119.5,495,200,46,8.3,8.5,17.5,15.2,5.5,5.5,5.85,282,"1,500.00",22,"1,085.00",7.45,1.85,18.25,46.2,163,20.7,4.25,100,53.5,15,90,33.25,241.25,14.4,37.5,66,4.3,14.8,19.85,32,9.5,17.45,41.5,389,4.05,190.67,190.29,"4,219.89",,145.51
10/09/2015,12.9,50,170,760,124,17.15,11.35,15.9,39,7.15,18.1,61.5,50.75,200,298,30,45.25,3.05,7.15,1.9,22.65,116.75,495,200,46.25,8.25,8.5,17.6,15.25,5.5,5.5,5.8,295,"1,500.00",21.75,"1,085.00",7.55,1.95,17.15,46.25,160,20.5,4.25,100,53.5,15,89,32,246.75,14.4,37.5,66.5,4.3,14.9,20.5,32.5,9.5,16,42.25,389,4.45,192.63,192.45,"4,217.78",,146.19
11/09/2015,12.85,48.5,171,760,124,17.1,11.65,15.9,39,7.15,18.15,56.5,51.25,204,299,29.75,44.75,3,7.8,1.9,22.4,117,495,200,46,8.2,8.6,17.9,15.2,5.5,5.5,5.75,310,"1,500.00",21.25,"1,085.00",7.5,1.9,17.5,44.85,160,20.7,4.15,100,55,15,89,32,246,14.55,34.5,66,4.2,14.9,19.9,32.5,8.95,16,40,370,4.7,192.46,192.23,,,
14/09/2015,12.85,48.75,171,800,120,17.2,11.6,15.85,42,7.15,18.2,55.5,51.75,200,297,30,46.25,3,7.7,1.85,22.1,116,514,200,46.25,8.15,8.65,17.55,15.3,5.5,5.5,5.65,330,"1,500.00",21.75,"1,085.00",7.5,2,17,45.2,161,20.3,4.2,100,55,14.95,89.5,32,245.5,14.7,34.5,66,4.3,14.6,19.9,32.5,8.95,16,40.5,370,4.4,194.4,194.06,"4,234.66",,147.58
15/09/2015,12.85,48.25,171,795,120,17.4,11.95,16.25,42,7.1,18.25,58,51.75,201,298,30,47.5,3,7,1.85,22,116,514,182,46.25,8.15,8.7,17.95,15.25,5.5,5.5,5.55,297,"1,500.00",22,"1,085.00",7.35,1.9,18.1,44.65,159,20.2,4.2,100,53,15.55,90,32.25,244.75,15.15,34,65.5,4.3,14.6,19.95,31.5,9.5,16,41,345,4.35,196.94,196.64,"4,250.60",,149.14
16/09/2015,12.95,48,171,795,120,17.7,11.95,16.1,39,7.1,18.4,55.5,51.75,201,300,30,47.75,3,7.45,1.85,21.9,116,509,182,46.5,8.3,8.5,18.4,15.45,5.5,5.5,5.5,326,"1,500.00",21.5,"1,085.00",7.1,1.9,17.55,44.05,156,21.05,4.25,100,50,16.7,89.5,31.5,240.25,14.95,34,60,4.25,14,19.8,30.25,9.95,16,41,335,4.3,197.25,196.86,"4,257.27",,148.68
17/09/2015,12.95,47,173,757,120,17.4,11.55,16.15,40,7.1,18.5,55.5,51.75,201,299,30,45.5,3.05,7.2,1.8,22,116,510,182,46.75,8.35,8.65,18.8,15.65,5.5,5.5,5.65,343,"1,500.00",21,"1,085.00",7.05,1.95,17,43.8,155,21.9,4.4,100,50,16.6,90,31.5,239.5,15,34,65.5,4.1,14.5,19.2,30.25,10,17.5,41,334,4.3,195.48,195.29,"4,248.95",,148.28
18/09/2015,12.9,47.25,178,751,124,17.5,11.5,16.25,40,7.05,18.6,57,52.25,200,294,30,44.75,3.1,7.05,1.8,22,115,507,182,47.75,8.25,8.7,18.4,15.75,5.5,5.5,5.55,343,"1,500.00",20.75,"1,085.00",7.35,1.9,17,43.8,156,20.55,4.55,100,50,16.3,90,31.5,233.75,14.7,34,65,4.25,14,19.2,30,9.95,17.5,42,334,4.7,194.21,194.03,"4,236.26",,147.19
21/09/2015,13,46.75,180,746,124,17.35,12,16.25,40,7.05,18.55,57.5,52.75,199,291,30,44.25,3,7.65,1.8,21.75,110.5,500,199,47,8.4,8.7,18.7,15.9,5.5,5.5,5.6,343,"1,500.00",21,"1,085.00",7,1.9,17.75,43.65,154,20.65,4.85,100,55,16,91.5,32.75,232.75,14.9,34,65,4.1,12.8,19.8,30,10.05,17.5,42,367,4.7,193.67,193.37,"4,242.26",,147.27
22/09/2015,13.05,45.5,179,750,123,17.1,11.6,15.55,40,7,18.5,60.5,52.5,199,290,29.75,45.25,3.05,7.6,1.75,21.55,110,500,199,47,8.35,8.7,18.7,16,5.5,5.5,5.7,343,"1,500.00",21,"1,085.00",7,1.9,17.4,42.95,145,20.5,4.75,100,55,15.95,90,31.25,227.75,15,34,66,4.15,12.8,19.55,29.5,10.4,17.25,41.5,367,4.6,194.49,194.22,"4,212.11",,147.29
23/09/2015,13,44,175,750,123,17.05,11.35,14.25,40,7,18.3,59.5,53,199,290,30,45.75,3,7.15,1.7,21.8,109,500,199,47.25,8.3,8.7,18.65,15.95,5.5,5.5,5.7,343,"1,500.00",21.25,"1,085.00",7.05,1.9,16.9,43.45,150,20.9,4.45,100,53,15.75,90,31.25,229.75,15.1,34,66.5,4,12.75,19.45,29,10.15,17.25,40.75,336,4.6,195.09,194.81,"4,212.11",,147.29
24/09/2015,13.1,43.25,175,750,123,16.85,11.15,14.25,40,7,18.35,58,53,199,295,30,46.25,3,7.6,1.8,23.05,107,502,199,48,8.2,8.7,18.5,15.85,5.5,5.5,5.7,343,"1,500.00",21.75,"1,085.00",7,1.85,16.7,43.55,147,20.95,4.4,100,53,15.95,92,32.75,230,15.15,31.25,66.5,4,13.5,19.35,28.75,10.1,17.25,42,369,4.6,196.66,196.55,"4,222.55",,148.3
25/09/2015,13.15,43,169,799,115,16.95,11.55,15.3,40,6.95,18.4,61.5,52.75,200,290,30,46.25,2.95,7,1.75,22.8,107,502,199,48.75,8.25,8.75,19,15.85,5.5,5.5,5.65,343,"1,500.00",21.75,"1,085.00",6.65,1.9,16.85,43.5,147,21.1,4.4,100,53,15.95,92,32,224.25,15.15,34,67,4.1,13.5,18.5,28.25,10,17.25,41,369,4.6,196.66,196.67,"4,221.10",,148.32
28/09/2015,13.1,42,169,788,115,16.95,11.5,15.1,40,7.1,18.45,61.5,52.75,200,287,30,45.5,3.1,7.55,1.75,22.85,107,502,183,49,8.35,8.8,18.6,15.8,5.5,5.5,5.65,343,"1,500.00",21.75,"1,085.00",6.4,1.9,16.75,43.75,146,20.7,4.4,100,53,15.85,90,31.75,225.5,15.2,34,67,4.05,13.5,19.8,28.25,10.1,17.25,41,369,4.6,196,196.05,"4,206.15",,148.1
29/09/2015,13.05,43.25,169,788,123,16.75,11.45,15,40,7,18.3,61,52.25,200,281,30,44.5,3.05,7.6,1.75,22.5,107.25,502,198,47.75,8.3,8.85,18.95,15.95,5.5,5.5,5.65,310,"1,500.00",21.25,"1,085.00",6.2,1.9,16.9,43.55,146,20.95,4.4,100,50,16.35,89,31,228.25,15.1,34,65,4.05,13.6,18.75,30.25,10.4,17.35,41,370,4.2,193.2,193.13,"4,189.22",,146.86
30/09/2015,13.15,43.5,168,817,123,16.5,11.3,14.95,40,7.05,18.2,64,52.25,200,279,29.5,45,3.05,7,1.8,22.45,107,504,198,47,8.35,8.85,19.05,15.75,5.5,5.5,5.5,315,"1,500.00",21,"1,085.00",6.25,1.85,16.8,43.1,144,21.4,4.35,100,50,16.35,87,30,231.75,15.2,34,65,4.1,13.6,19.15,29.5,10.05,17.35,43,361,4.2,192.96,192.72,"4,173.52",,146.92
01/10/2015,13.05,43.5,167,817,123,16.5,11.25,14.95,40,7.1,18.15,64.5,51.75,200,277,30,44.75,3,7,1.8,22.25,107,504,198,45.5,8.4,8.95,18.95,15.55,5.5,5.5,5.55,315,"1,500.00",21.5,"1,085.00",6.2,1.8,16.95,43,144,21.1,4.35,100,50,15.5,90,29.75,230,14.95,34.5,64.5,4,13.6,19.3,28.5,10,17.35,43.75,349,4.2,191.03,190.52,"4,153.00",,145.65
02/10/2015,13.05,42.75,167,817,115,16.4,11.1,15,40,7.05,18.05,61.5,50,199,274,28,44.75,2.95,7.45,1.8,21.75,104.25,509,198,43.75,8.35,8.9,18.95,15.45,5.5,5.5,5.55,315,"1,500.00",20,"1,085.00",6.35,1.8,16.75,42.65,144,20.65,4.75,100,50,16.2,90,27.5,227,14.45,34,64.5,4.05,13.6,19.75,28.5,9.6,17.35,43,349,4.2,187.96,187.16,"4,109.60","4,153.00",143.16
05/10/2015,12.95,41,167,799,115,15.75,10.45,15.25,40,6.95,17.95,63.5,50.25,200,271,28,45,2.95,6.95,1.8,21.95,104,509,182,44.25,8.35,8.95,18.1,15.15,5.5,5.5,5.5,315,"1,500.00",21,"1,085.00",6.3,1.85,16.5,42.4,144,20.7,4.95,100,50,15,90,29.25,230.75,14.6,32.75,64,4,13.55,19.65,28.75,9.95,17.35,43.25,349,4.2,188.08,187.54,"4,084.36","4,213.79",143.42
07/10/2015,12.9,39.75,166,758,112,15.75,10.85,15,40,6.9,18.05,62.5,49.6,200,266,28,44.75,3,7,1.75,21.8,104,508,182,45,8.25,9,18.15,15.15,5.5,5.5,5.5,320,"1,500.00",20,"1,085.00",6.1,1.9,17.15,41.75,143,20.75,4.75,100,50,16,90.5,29.5,227,14.65,31.5,62,3.9,13.2,19.75,28.75,10.05,17.35,43,370,4.2,187.58,187.18,,"4,191.63",
08/10/2015,12.75,39.75,157,758,112,15.7,10.95,14.9,40,6.8,17.55,63.5,49.8,200,266,28,45,3,6.95,1.75,22,103,504,182,44.75,8.25,9,19.05,14.95,5.5,5.5,5.4,320,"1,500.00",21.75,"1,085.00",6.35,1.85,16.95,41.05,143,21.5,4.65,100,50,16,90,29,226.25,14.7,34,62.5,3.9,14.5,19.7,28.5,10,17.35,42,396,4.2,187.38,187.05,,"4,175.19",
09/10/2015,12.65,39.5,157,764,117,15.85,10.8,14.35,40,6.9,17.4,60,49.9,200,260,27.75,45,3,7,1.7,22.3,101.25,496,182,44,8.2,9,19.15,14.9,5.5,5.5,5.45,320,"1,500.00",21.5,"1,085.00",6.25,1.85,16.5,41.4,144,20.85,4.5,100,48.75,16.1,90,26.75,221.75,14.8,32,62.5,3.85,14.45,19.7,28.5,10,17.35,42,396,4.55,186.47,186,,"4,148.28",
12/10/2015,12.35,39,152,767,117,15.75,10.55,14.7,40,6.8,17.1,60,49.75,199,256,27.75,44.5,2.95,7,1.75,22.75,96,468,182,43.25,8.3,9,19.15,14.9,5.5,5.5,5.45,310,"1,500.00",19.75,"1,085.00",6.25,1.85,16.85,41,140,20.65,4.65,100,50,16.95,90,26.25,218.5,14.95,32,62.5,3.9,14.35,19.7,28.5,10,17.35,42,396,4.55,185.11,184.72,,"4,102.19",
13/10/2015,12.3,38,155,771,117,15.5,10.9,14.65,40,6.7,16.65,60,49.35,194,254,27.5,43.25,3,6.7,1.65,21.95,96,450,182,42.25,9.95,8.95,19.25,15,5.5,5.5,5.4,312,"1,500.00",19.05,"1,085.00",6,1.8,16.5,38.35,139,20.65,4.5,98,50,16.8,89,25,206.75,15,32,62,3.8,14.3,19.75,28,10,17.35,40.25,396,4.55,183.48,182.94,,"4,054.42",
14/10/2015,11.85,37.5,152,779,117,14.95,10.65,14.65,40,6.5,16,60,48.6,193,253,26,40,2.95,7,1.7,20.95,100,425,182,40.25,9.35,9,19.25,15.15,5.5,5.5,5.35,310,"1,500.00",19,"1,085.00",5.95,1.75,16.5,35.75,139,20.95,4.9,98,50,16.2,88,23,200,14.7,30,62.5,3.65,13.2,19.7,29.5,10,16,40,389,4.55,176.94,176.46,,"3,938.71",
15/10/2015,11.8,36.25,152,769,117,14.75,10.45,14.5,39.75,6.45,16.45,63.5,47.9,190,253,26,41,2.95,7,1.65,20.85,100,387,182,41.25,9.15,8.95,19.5,15.1,5.5,5.5,5.3,310,"1,500.00",19,"1,085.00",5.45,1.7,16.3,38.55,137,21.95,4.6,98,50,16.25,90,23.75,195,14.4,30,64,3.6,13.2,19.65,29.5,9.95,16,39,389,4.55,177.66,177.21,"3,868.18","3,953.83",135.71
16/10/2015,11.9,36.75,154,796,117,14.6,10.6,14.4,40,6.45,16.6,60,46.75,191,253,26,41,2.95,6.8,1.6,20.85,100,418,182,41.75,9.05,8.95,20,15.25,5.5,5.5,5.3,309,"1,500.00",20,"1,085.00",5.45,1.7,16.1,39,137,22.4,4.7,98,50,16.45,89.5,24.75,204,14.55,30,62.5,3.5,13.7,19.65,28,9.45,16,37.25,389,4.55,178.48,178.03,"3,901.13","3,977.69",136.94
19/10/2015,12.1,37.5,154,786,117,14.95,10.6,14.35,43.75,6.5,17,61,47.05,192,253,25.5,41.25,2.9,6.6,1.55,21.65,99.25,401,182,42.5,9.05,9,19.85,15.95,5.5,5.5,5.3,300,"1,500.00",19.75,"1,085.00",5.5,1.75,15.7,39.95,136,23.75,4.5,98,49,16.15,90,25.25,203.75,14.75,30,62.5,3.5,14,19.7,28,9.05,16,37.5,389,4.3,180.57,180.04,"3,930.32","4,013.56",138.01
21/10/2015,12.15,37.25,155,765,115,15,10.65,14.4,43.75,6.15,17.15,61,47,192,260,25.5,41.5,3.05,6.5,1.5,21.5,100,401,175,42.5,8.85,9,20.9,15.9,5.5,5.5,5.3,300,"1,500.00",19.9,"1,085.00",5.35,1.65,15.05,39.5,135,23.95,4.75,98,49,16.15,86,24,201,15,30,63,3.5,14,20,28,9.3,17,36.75,389,4.3,181.93,181.54,"3,909.27","4,036.07",138.96
22/10/2015,12.6,37.25,160,765,115,15.25,10.2,14.05,39.5,6.4,17.15,61.5,46.55,192,269,25.5,41.25,2.8,6.5,1.55,21,100,402,175,41.75,8.8,8.95,21.2,15.8,5.5,5.5,5.35,300,"1,500.00",19.55,"1,085.00",5.35,1.55,15.2,38.55,135,23.95,4.9,98,45,16.45,86.5,24.5,201,14.95,30,65,3.55,14,19.65,28.25,9.3,17,35.5,389,4,182.59,182.02,"3,935.88","4,060.94",139.43
23/10/2015,12.6,37,160,765,115,16.25,10.35,14.2,39.5,6.4,17,61,46.4,192,270,25.5,41,2.85,6.1,1.55,20.95,101,410,175,41.75,8.65,8.85,20.95,15.75,5.5,5.5,5.35,330,"1,500.00",19.6,"1,085.00",5.2,1.65,14.95,38.1,137,23.95,4.75,98,45,16.8,89,25,201,14.95,28,65,3.55,14,19.65,28.25,9.4,17,36,351,4,182.46,181.87,"3,952.97","4,064.15",139.54
26/10/2015,12.55,36.75,157,768,115,16.5,10.3,14.7,39.5,6.45,16.85,61.5,46.3,192,270,25.75,41.25,2.75,6.05,1.55,20.75,100,410,179,41.75,8.6,8.9,20.95,15.85,5.5,5.5,5.3,330,"1,500.00",20.5,"1,085.00",4.7,1.6,14.9,39,137,23.9,4.55,98,45,16.45,87,25,203,14.5,28,65,3.55,14,19.6,28,9,17,37,351,4,181.31,180.69,"3,936.60","4,046.60",138.28
27/10/2015,12.7,36.75,160,768,115,16.05,10.45,14.5,39.5,6.3,16.8,61.5,46.05,189,271,26,41,2.9,5.95,1.5,20.25,100,410,179,41,8.7,8.7,20.9,15.75,5.5,5.5,5.35,330,"1,500.00",20.75,"1,085.00",4.95,1.6,15,38.5,133,24,4.55,98,45,16.45,85,24.5,202,14.5,28,64,3.45,14,18.35,27.25,9.4,17,36.75,360,4.2,180.42,179.79,"3,913.51","4,027.72",137.86
28/10/2015,12.65,37,160,784,115,16,10.35,14.1,39.5,6.4,16.95,61.5,44.3,190,272,26,41,2.7,6.1,1.5,20.35,97,448,179,40.5,8.75,8.5,20.5,15.55,5.5,5.5,5.3,330,"1,500.00",19.1,"1,085.00",4.9,1.65,14.95,37.45,134,23.95,4.5,98,45,16.45,87,24.25,200.5,14.5,29.5,64,3.45,14,19,26.75,9.25,17,36.75,357,4.2,180.26,179.58,"3,905.88","4,022.64",137.99
29/10/2015,12.65,36.25,160,769,110,15.95,10.35,14.25,39.5,6.4,16.95,62.5,42.55,190,274,25.75,44.75,2.5,5.75,1.5,20.7,97,414,179,40.5,8.75,8.65,20.5,15.55,5.5,5.5,5.25,300,"1,500.00",19.1,"1,085.00",4.75,1.6,15.8,37.1,134,23.05,4.45,98,45,15.8,81,24,200,14.4,29.5,64,3.45,14,19,26,9.2,17.1,34.25,357,4.2,182.92,182.23,"3,884.13","4,059.32",138.07
30/10/2015,12.65,36,160,768,110,15.95,10.35,14.1,39.5,6.3,16.9,62.5,42.3,189,275,25.5,41.75,2.65,5.75,1.5,20.5,100,420,175,40.25,8.7,8.7,19.65,15,5.5,5.5,5.35,300,"1,500.00",19.45,"1,085.00",4.8,1.6,15.8,38.95,135,23.05,4.2,98,45,15.65,84.5,23.75,201.25,14.35,29.25,63,3.55,13.4,18.75,25.5,9.2,17.1,35.5,357,4.3,179.96,179.43,"3,868.83","4,025.55",137.28
02/11/2015,12.7,36.75,160,770,100,15.95,10.35,14.25,39.75,6.4,16.9,64,42.25,190,275,25.5,41.75,2.55,6.3,1.45,20.5,98,420,175,39.75,8.55,8.15,20.15,14,5.5,5.5,5.25,300,"1,500.00",19.95,"1,085.00",4.55,1.5,16.2,39.35,135,23.85,4,98,45,16.35,81.5,25.5,202.25,14.35,32,63,3.5,12.1,17.25,25.25,8.9,17.1,35.5,357,4.3,178.81,178.36,"3,856.75","4,011.64",136.93
03/11/2015,12.65,35.5,168,770,100,15.75,10.5,14.25,39.75,6.5,16.9,65,42.05,190,279,25.5,41.5,2.75,6.3,1.45,20.55,99.5,424,175,38.75,8.6,8.1,20.6,13.4,5.5,5.5,5.25,300,"1,500.00",19.1,"1,085.00",4.95,1.55,15.45,39.05,135,23.8,4.1,98,45,16,82,24,203.5,14.45,29.75,61.5,3.65,12.1,17.25,25.75,8.75,17.1,35,359,4.3,178.45,177.99,"3,829.91","4,014.47",137.27
04/11/2015,12.5,35,168,779,100,15.3,10.45,14.9,39.75,6.55,16.95,65,41.85,190,275,25.5,41.5,2.95,6,1.45,20.8,98.5,424,175,39.75,8.55,8.45,20,13,5.5,5.5,5.25,300,"1,500.00",19.55,"1,085.00",4.75,1.55,14.8,39.05,134,25.95,4.2,98,45,16,81,24.5,209,14.3,29.5,60.5,3.75,13.2,17.25,25.5,8.4,17.1,35.5,359,4.3,177.95,177.71,"3,830.15","4,002.96",136.89
05/11/2015,12.65,34.25,173,780,100,15.15,10.35,14.55,39.75,6.5,17,63,42.15,190,275,25.75,41.5,2.95,6.1,1.45,20.55,98.5,430,175,40.5,8.65,8.45,21,13.55,5.5,5.5,5.25,300,"1,500.00",19,"1,085.00",4.55,1.65,15.85,39.75,135,26.05,4.5,98,46,16,86,24.75,208.75,14.95,29,60.5,3.7,13.2,18.9,27,8.25,17.1,35.75,359,4.25,180.86,180.59,"3,868.09","4,051.07",139.42
06/11/2015,12.65,34,165,784,100,15,10.35,14.95,39.75,6.5,17.1,63,41.55,195,276,25.75,41.75,2.95,6.3,1.4,21.05,97.5,430,175,42.5,8.9,8.45,20.55,13.85,5.5,5.5,5.15,329,"1,500.00",18.85,"1,085.00",4.75,1.55,16.25,40.8,134,27.1,4.35,98,46,16.15,87,24.5,207,15.05,29,60.5,3.35,12.15,18.9,27,8.55,17.1,36,359,3.9,182.5,182.55,"3,868.09","4,075.55",139.42
09/11/2015,12.65,34.5,174,790,100,14.85,10.4,15.25,39.75,6.45,17.2,62.5,41.9,200,277,27,42,2.9,6.3,1.4,21.45,97,430,175,42.25,9.05,8.45,19.95,13.95,5.5,5.5,5.3,329,"1,500.00",19.45,"1,085.00",4.95,1.55,16.1,40.9,135,26.3,4.25,98,45,15.65,86,24.75,207.5,15.05,29,60.5,3.35,12.2,18.8,27,7.95,17.1,37,360,3.9,182.71,182.7,"3,892.84","4,090.82",140.64
10/11/2015,12.65,34.5,171,761,104,15,10.45,15.75,39.75,6.5,17.3,62,40.7,200,275,27,42,2.95,6.4,1.4,21.25,97,435,175,41.5,9,8.5,19.8,13.95,5.5,5.5,5.25,329,"1,500.00",19.45,"1,085.00",4.75,1.55,16,40.5,135,26.25,4.25,98,45,16.2,86,24.75,209,15.45,26.75,60.5,3.35,12,18.75,27,8,17.1,36.75,360,3.9,183.33,183.28,"3,887.53","4,092.07",141.34
11/11/2015,12.9,34,173,790,100,15,10.45,15.2,39.75,6.45,17.4,62,42.75,195,274,25,42,3,6.2,1.4,21.25,99,440,175,41.25,8.8,8.5,20.2,14,5.5,5.5,5.25,329,"1,500.00",19.55,"1,085.00",4.7,1.5,15.8,41,135,25.3,4.45,98,45,16.7,86,24.75,213.75,15.8,26.75,60.5,3.4,12.15,18.95,27,8.25,18.8,36,360,3.9,184.5,184.29,"3,919.10","4,119.25",143.12
12/11/2015,13.45,34,170,780,100,15.15,10.5,15,39.75,6.35,17.55,59,44.45,197,275,25,41.5,3,6.2,1.3,21.45,99,440,175,41.5,8.2,8.45,20.35,14.15,5.5,5.5,4.95,329,"1,500.00",19.55,"1,085.00",4.7,1.55,15.95,43.2,134,24.65,4.75,98,43,17.4,86,24.5,215.5,16.05,27.25,60.5,3.55,11,18.35,27,8.05,18.8,36.25,350,3.9,185.28,184.92,"3,919.10","4,139.45",143.12
13/11/2015,13.65,35.75,165,780,100,15,10.55,15.3,39.75,6.3,18,59,45.1,197,275,25,40,3,6.1,1.3,21.85,99,445,175,41,8.25,8.5,20.9,13.9,5.5,5.5,4.8,329,"1,500.00",19,"1,085.00",4.7,1.55,15.85,43.15,135,24.4,4.6,98,43.25,17.95,86,24.5,215,16,27,60.5,3.4,11,18.3,27.25,8.15,18.8,36.5,350,4.25,184.04,183.54,"3,917.64","4,125.69",143.32
16/11/2015,13.75,39,168,773,100,15.15,10.4,15.6,39.75,6.3,17.95,59.5,44.7,193,277,25,41,3,6.15,1.3,21.7,99,445,175,40.25,8.2,8.5,20.3,13.35,5.5,5.5,4.55,329,"1,500.00",17.45,"1,085.00",4.65,1.5,15.85,42,134,24.55,4.55,98,41,17.95,87,24.5,221.5,16.05,27,61,3.5,11.35,18,28.75,8.3,18.8,36.5,355,4.25,185.04,184.34,"3,928.72","4,142.45",143.73
17/11/2015,13.9,40.75,173,773,103,15,10.4,15.55,39.75,6.4,18,57,44.5,199,279,25,41,2.95,6.2,1.3,21.95,98.75,450,175,39.75,8.2,8.35,20.8,13.55,5.5,5.5,4.5,329,"1,500.00",18.95,"1,085.00",4.45,1.45,15.9,41.75,136,24.6,4.6,98,41,18.4,86.5,25.25,217.75,16.1,27,61,3.5,10.8,18,27.75,8.1,18.8,36.25,350,4.2,185.68,184.83,"3,950.97","4,164.55",144.44
18/11/2015,13.75,41.5,172,784,101,14.95,10.45,15.35,39.75,6.4,18.05,58,45.05,194,276,25,41.25,3,6.05,1.3,22.05,98,450,175,40.75,8.05,8.3,20.4,13.35,5.5,5.5,4.45,329,"1,500.00",19,"1,085.00",4.45,1.45,16.1,41.55,138,25.1,4.75,98,41.25,17.65,86.5,25.25,220.75,16.25,27,61,3.5,11.05,18,27,8.1,18.8,36,360,4.25,186.17,185.47,"3,946.99","4,165.67",144.71
19/11/2015,13.9,41,175,794,101,14.9,10.6,15.3,39.75,6.65,18.1,59.5,46.1,200,277,23.5,41.75,2.85,6.05,1.25,22.75,98,470,174,40.75,7.8,8.05,20.5,13.1,5.5,5.5,4.5,329,"1,500.00",19.5,"1,085.00",4.5,1.5,16.15,41.4,137,24.75,4.5,98,41,18,89.5,26.5,221,16.5,27,61,3.5,11.1,17.95,27,8.2,18.8,35.5,361,4.2,188.07,187.4,"3,971.30","4,207.97",146.31
20/11/2015,13.65,41,174,799,101,15,10.85,15.45,39.75,6.55,18.2,59.5,46,195,277,25,41.75,2.85,6.05,1.2,23,98.25,495,174,41.5,7.85,8,20.95,13.2,5.5,5.5,4.75,329,"1,500.00",19.9,"1,085.00",4.75,1.6,15.9,42,136,24.95,4.7,98,38.25,18,90,27.25,223.25,16.65,28.75,65,3.55,11.3,18,28.25,8.05,19.2,36.25,361,4.2,188.52,188.07,"3,992.58","4,212.17",147.04
23/11/2015,13.55,43.5,175,799,101,14.85,10.85,15.4,39.5,6.6,18.25,58.5,47.5,200,275,25,41.5,2.8,6.6,1.3,23.85,98.75,494,174,41.75,8,8,21,13.05,5.5,5.5,4.6,330,"1,500.00",19.5,"1,085.00",4.7,1.65,15.4,43.7,141,25,4.85,98,38.25,17.95,91.5,28.25,223.25,16.7,28.75,61.5,3.75,11.3,19,28.5,8.35,19.2,36.75,361,4.2,188.95,188.45,"4,021.14","4,230.67",147.63
24/11/2015,13.45,44.25,175,785,101,14.85,10.95,15.3,39.5,6.55,18.1,58.5,48.25,200,275,25,41.75,2.8,6.6,1.3,23.55,99,512,174,41.75,7.8,7.95,21.05,13.3,5.5,5.5,4.8,330,"1,500.00",19.65,"1,085.00",4.85,1.7,15.55,43.1,143,25.75,4.75,98,40,17.95,90,28.25,222,16.2,29,61.5,3.55,10.2,17.35,28.5,8.4,17.3,37.75,361,4.2,187.73,187.24,"4,020.55","4,209.76",145.96
25/11/2015,13.45,46.25,175,784,101,14.9,10.75,15.55,39.5,6.5,18.05,58.5,47.9,202,277,25,41.75,2.85,6.6,1.35,23.45,98,515,174,41.5,7.8,7.95,21.55,13.35,5.5,5.5,4.85,330,"1,500.00",19.45,"1,085.00",4.7,1.6,15.5,43,151,25.05,4.5,98,40,18,90,28.5,223,16.05,28.75,61.5,3.55,10,18.35,26.75,8.45,17.3,36.25,341,4,187.51,186.94,"4,044.72","4,215.71",145.65
