Date,ABSA Bank Kenya Plc,ABSA NewGold ETF,ARM Cement Plc,Africa Mega Agricorp Plc,BK Group Plc,BOC Kenya Plc,Bamburi Cement Ltd,Britam Holdings Plc,British American Tobacco Kenya Plc,CIC Insurance Group Ltd,Car and General (K) Ltd,Carbacid Investments Plc,Centum Investment Company Plc,Co-operative Bank of Kenya Ltd,Crown Paints Kenya Plc,Deacons (East Africa) Plc,Diamond Trust Bank Kenya Ltd,Eaagads Ltd,East African Breweries Ltd,East African Cables Plc,East African Portland Cement Ltd,Equity Group Holdings Plc,Eveready East Africa Ltd,Express Kenya Plc,Flame Tree Group Holdings Ltd,HF Group Ltd,Home Afrika Ltd,Homeboyz Entertainment Plc,I & M Holdings Plc,Jubilee Holdings Ltd,KCB Group Plc,KPLC-P4,KPLC-P7,Kakuzi Plc,Kapchorua Tea Kenya Plc,Kenya Airways Plc,Kenya Electricity Generating Company Plc,Kenya Power and Lighting Company Plc,Kenya Re-Insurance Corporation Ltd,Kurwitu Ventures Ltd,Laptrust Imara Income-REIT,Liberty Kenya Holdings Ltd,Limuru Tea Plc,Longhorn Publishers Plc,Mumias Sugar Company Ltd,NCBA Group Plc,NSE 10-Share Index,NSE 20-Share Index,NSE 25-Share Index,NSE All-Share Index,NSE Banking Sector Index,NSE Bonds Index,Nairobi Business Ventures Ltd,Nairobi Securities Exchange Plc,Nation Media Group Plc,Olympia Capital Holdings Ltd,Safaricom Plc,Sameer Africa Plc,Sanlam Kenya Plc,Sasini Plc,Satrix MSCI World Feeder ETF,Shri Krishana Overseas Plc,Stanbic Holdings Plc,Standard Chartered Bank Kenya Ltd,Standard Group Plc,TPS Eastern Africa (Serena) Ltd,TotalEnergies Marketing Kenya Plc,Trans-Century Plc,Uchumi Supermarket Plc,Umeme Ltd,Unga Group Ltd,WPP ScanGroup Plc,Williamson Tea Kenya Plc,Zamara Kenya Equity Index (KES),Zamara Kenya Equity Index (USD)
2025-06-13,18.9,3910.0,5.55,56.0,34.25,85.5,47.2,7.68,349.0,2.86,21.9,20.05,11.9,16.7,44.55,0.45,72.5,12.45,181.0,1.88,39.95,45.35,0.89,2.85,1.16,6.72,0.68,4.66,34.0,211.25,44.55,4.1,6.0,400.0,220.0,4.98,5.52,8.72,1.86,1500.0,20.0,10.55,320.0,2.7,0.27,56.0,1453.3,2281.14,3771.8,147.6,,1168.9,1.95,7.86,12.0,3.85,24.65,3.8,6.48,15.2,,,161.75,275.75,6.08,15.5,24.25,1.19,0.26,15.05,21.95,2.5,207.25,2925.84,1949.81
2025-06-16,18.8,3910.0,5.55,56.0,31.05,86.75,47.2,7.54,349.5,2.88,21.05,19.9,11.95,16.55,44.0,0.45,73.25,12.4,182.5,1.86,36.15,46.45,0.89,2.86,1.21,6.56,0.71,4.66,34.05,212.0,44.45,4.1,6.0,400.0,220.0,4.99,5.58,8.52,1.83,1500.0,20.0,10.15,320.0,2.7,0.27,55.0,1441.68,2261.71,3740.49,144.68,,1168.38,1.95,7.56,12.0,3.8,23.55,3.96,6.72,15.45,,,161.5,282.25,6.08,15.1,25.05,1.17,0.27,13.55,20.0,2.5,208.0,2908.94,1937.04
2025-06-17,19.0,3910.0,5.55,56.0,28.75,85.0,47.2,7.3,349.5,2.86,21.05,20.3,12.0,16.35,43.95,0.45,71.0,12.45,186.25,1.85,37.0,46.3,0.85,3.14,1.21,7.06,0.71,4.66,34.2,220.5,43.95,4.1,6.0,400.0,220.0,4.8,5.42,8.5,1.82,1500.0,20.0,9.5,320.0,2.7,0.27,56.0,1435.87,2249.94,3730.54,143.1,,1166.0,1.94,8.0,11.95,3.8,23.0,3.65,6.88,15.0,,,160.0,284.75,6.08,14.2,23.1,1.2,0.28,12.85,20.65,2.51,205.75,2888.55,1924.95
2025-06-18,18.95,3910.0,5.55,56.0,30.55,85.0,47.2,7.08,349.5,2.82,20.35,20.3,12.0,16.35,43.95,0.45,74.0,12.45,185.0,1.81,36.5,46.1,0.81,3.37,1.21,7.08,0.7,4.66,34.2,220.0,44.15,4.1,6.0,400.0,220.0,4.77,5.42,8.52,1.95,1500.0,20.0,10.4,320.0,2.83,0.27,56.0,1441.87,2266.1,3745.93,144.37,,1165.33,1.86,8.04,12.0,3.8,23.5,3.61,6.86,14.5,,,160.0,284.5,6.0,14.2,24.5,1.21,0.28,11.9,20.65,2.59,205.75,2901.08,1933.31
2025-06-19,18.5,3910.0,5.55,56.0,33.6,89.5,47.2,7.48,349.25,2.83,20.0,20.4,11.5,16.5,46.4,0.45,73.0,11.3,182.5,1.73,39.15,46.1,0.89,3.44,1.2,6.92,0.68,4.66,34.15,220.0,43.55,4.1,6.0,400.0,220.0,4.62,5.5,8.52,1.86,1500.0,20.0,9.52,320.0,2.65,0.27,56.0,1436.96,2265.89,3736.84,144.62,,1161.89,1.95,8.18,11.95,3.8,23.7,3.62,6.72,15.0,,,160.0,282.25,5.52,15.4,24.4,1.2,0.29,11.9,20.8,2.5,207.5,2891.67,1927.03
2025-06-20,18.65,3910.0,5.55,56.0,34.3,90.0,47.2,7.46,350.0,2.82,20.7,20.4,11.5,16.65,46.4,0.45,74.0,11.3,185.0,1.71,38.3,46.15,0.88,3.71,1.17,6.98,0.68,4.66,34.3,225.0,43.6,4.1,6.0,400.0,220.0,4.55,5.54,8.66,1.83,1500.0,20.0,10.25,295.0,2.65,0.27,56.0,1447.35,2277.04,3760.63,145.68,,1156.88,1.76,8.12,11.95,3.42,23.95,3.38,6.54,14.9,,,160.25,283.0,5.52,15.15,24.9,1.12,0.3,12.4,20.05,2.47,208.25,2908.7,1938.38
2025-06-23,18.7,3910.0,5.55,56.0,33.5,85.0,47.2,7.54,358.0,2.77,21.5,20.25,11.5,16.65,41.8,0.45,74.0,11.6,181.25,1.0,37.8,46.15,0.88,3.8,1.17,6.98,0.69,4.66,34.4,235.0,43.55,4.1,6.0,400.0,220.0,4.79,5.66,8.8,1.8,1500.0,20.0,10.2,295.0,2.65,0.27,56.75,1442.91,2280.76,3761.26,145.76,,1158.0,1.9,7.92,11.5,3.42,23.9,3.65,6.68,14.75,,,161.0,288.75,5.52,14.35,25.0,0.71,0.3,12.35,20.1,2.59,207.75,2907.99,1937.91
2025-06-24,18.65,3910.0,5.55,56.0,33.2,92.0,47.2,7.54,359.25,2.73,20.1,20.4,11.45,17.0,38.0,0.45,74.0,11.6,189.5,1.0,34.5,46.5,0.86,3.66,1.15,6.98,0.65,4.66,34.65,213.0,44.0,4.1,6.0,400.0,217.5,4.74,5.66,9.06,1.82,1500.0,20.0,10.1,295.0,2.65,0.27,57.0,1461.98,2294.05,3794.8,147.49,,1148.53,1.92,8.1,11.5,3.7,24.05,3.65,6.64,15.0,,,160.5,290.25,6.0,14.45,24.95,0.71,0.3,19.25,20.0,2.46,206.5,2940.19,1959.37
2025-06-25,18.65,3910.0,5.55,56.0,32.65,92.0,47.2,7.52,360.25,2.77,20.0,20.3,11.45,17.0,38.0,0.45,74.25,12.4,189.5,1.0,34.05,47.1,0.86,3.66,1.17,7.0,0.66,4.66,34.7,213.0,44.45,4.1,6.0,400.0,217.5,4.89,5.96,9.68,1.87,1500.0,20.0,10.2,295.0,2.89,0.27,58.0,1469.98,2318.17,3818.82,148.5,,1154.69,1.92,8.2,11.95,3.7,24.15,3.48,6.72,14.9,,,161.25,293.0,6.0,15.0,24.7,0.71,0.32,19.75,20.2,2.58,205.5,2961.99,1973.13
2025-06-26,18.7,3910.0,5.55,56.0,32.65,92.0,47.2,7.52,359.5,2.77,21.85,20.4,11.65,16.9,38.1,0.45,74.75,11.3,185.0,1.0,36.05,47.85,0.89,3.67,1.17,7.04,0.69,4.66,35.0,215.0,45.3,4.1,6.0,400.0,217.5,4.73,6.36,10.55,1.88,1500.0,20.0,10.4,295.0,2.9,0.27,57.5,1480.14,2342.91,3841.6,149.88,,1155.08,1.94,8.48,11.75,3.7,24.55,3.8,7.0,14.65,,,161.0,294.75,6.0,14.05,24.95,0.71,0.3,19.35,20.2,2.54,206.25,2991.62,1992.87
2025-06-27,18.95,3910.0,5.55,56.0,34.15,85.25,47.2,7.76,354.5,2.88,21.85,20.6,11.5,17.35,38.05,0.45,75.5,11.3,186.0,1.0,37.5,48.85,0.88,3.88,1.15,7.3,0.64,4.66,35.55,225.0,46.5,4.1,6.0,400.0,221.0,4.74,6.84,11.4,1.91,1500.0,20.0,10.2,295.0,2.9,0.27,58.75,1507.39,2396.78,3909.5,152.45,,1155.86,1.96,8.62,12.1,4.04,24.95,4.14,7.22,14.5,,,161.5,296.5,6.02,14.95,24.45,0.71,0.3,19.15,20.4,2.59,200.0,3046.28,2029.28
2025-06-30,19.2,3910.0,5.55,56.0,33.7,85.25,47.2,8.06,361.0,2.98,21.0,20.2,11.7,17.9,37.8,0.45,77.25,11.3,184.5,1.0,35.65,48.9,0.89,3.78,1.19,7.5,0.68,4.66,35.75,225.0,46.6,4.1,6.0,400.0,226.0,4.81,7.46,11.5,1.97,1500.0,20.0,10.35,310.0,2.9,0.27,59.5,1516.93,2440.26,3938.28,153.43,,1159.52,1.96,9.02,13.0,4.01,25.0,4.48,7.04,15.3,,,164.5,299.75,6.5,15.0,23.45,0.71,0.29,17.85,20.4,2.75,212.0,3068.19,2043.88
2025-07-01,19.65,3910.0,5.55,56.0,33.4,85.25,47.2,7.86,362.0,2.91,21.5,20.2,11.6,17.55,39.55,0.45,80.25,11.3,186.5,1.0,39.0,49.95,0.94,3.91,1.12,7.56,0.7,4.66,36.25,225.0,46.3,4.1,6.0,400.0,226.0,5.08,6.86,10.4,2.0,1500.0,20.0,10.5,310.0,2.89,0.27,61.25,1540.4,2438.43,4007.96,156.58,,1159.97,1.96,8.56,13.4,3.63,26.0,4.83,7.18,14.95,,,173.5,302.0,6.5,14.1,23.85,0.71,0.31,17.95,20.25,2.65,212.25,3109.42,2071.34
2025-07-02,19.6,3910.0,5.55,56.0,34.2,85.25,47.2,7.96,365.0,2.83,21.9,20.8,12.0,17.05,39.55,0.45,79.25,11.3,187.5,1.0,39.0,50.25,0.88,3.88,1.2,7.7,0.67,4.66,36.75,230.0,46.6,4.1,6.0,400.0,245.0,5.18,6.74,9.78,2.02,1500.0,20.0,10.05,310.0,2.85,0.27,60.75,1548.2,2439.78,4026.68,157.86,,1153.97,1.96,8.66,13.95,3.8,26.45,5.3,7.2,15.3,,,174.5,304.75,6.3,14.1,24.0,0.71,0.29,18.0,20.5,2.71,219.0,3127.27,2084.04
2025-07-03,19.95,4040.0,5.55,56.0,33.85,85.25,47.2,7.62,365.25,2.92,21.5,20.5,12.25,17.1,40.75,0.45,80.0,11.3,190.0,1.0,39.5,52.0,0.86,4.21,1.24,7.72,0.65,4.66,37.3,225.0,46.4,4.1,6.0,395.0,267.5,5.4,7.08,10.55,2.01,1500.0,20.0,9.62,310.0,2.85,0.27,62.5,1571.16,2473.79,4085.6,160.13,,1149.81,1.81,9.1,13.4,3.76,26.75,5.76,7.56,15.0,,,177.25,308.5,6.86,15.1,23.95,0.71,0.3,19.65,21.05,2.74,227.0,3169.59,2112.24
2025-07-04,19.95,4040.0,5.55,56.0,34.65,85.25,47.2,7.8,367.25,3.04,21.8,20.9,12.2,17.3,40.85,0.45,78.0,11.35,191.25,1.0,39.4,51.75,0.92,4.06,1.26,7.74,0.67,4.66,37.4,233.0,47.0,4.1,6.0,365.25,281.0,5.14,7.16,11.5,2.1,1500.0,20.0,9.92,310.0,2.81,0.27,62.75,1579.05,2503.72,4107.72,161.17,,1154.42,1.85,9.24,14.0,3.76,26.95,6.16,7.62,15.05,,,177.5,306.0,6.8,15.25,23.95,0.71,0.3,20.9,21.65,2.75,230.0,3185.11,2122.59
2025-07-07,19.95,4040.0,5.55,56.0,35.25,91.25,47.2,8.46,373.25,3.15,21.95,21.1,12.25,17.3,40.95,0.45,80.0,11.35,193.5,1.0,42.8,50.5,0.85,3.88,1.29,7.48,0.66,4.66,37.7,230.0,47.0,4.1,6.0,365.25,304.0,5.2,7.32,11.65,2.31,1500.0,20.0,10.7,310.0,2.81,0.27,62.75,1579.58,2540.41,4117.34,162.33,,1153.76,1.86,9.42,14.0,3.76,27.2,6.62,7.9,15.25,,,180.0,305.0,6.62,15.25,24.05,0.71,0.31,22.5,21.8,2.75,234.25,3185.59,2122.91
2025-07-08,19.95,4040.0,5.55,56.0,35.35,91.5,47.2,8.42,380.25,3.36,22.0,21.75,12.35,17.25,40.95,0.45,79.0,12.45,200.25,1.0,39.95,50.5,0.9,3.89,1.33,7.62,0.68,4.66,37.6,230.0,47.3,4.1,6.0,365.25,301.0,5.2,7.38,11.1,2.43,1500.0,20.0,10.65,310.0,2.78,0.27,62.75,1588.86,2556.38,4132.27,162.83,,1156.35,1.89,9.74,14.05,3.78,27.2,7.1,8.06,15.5,,,178.25,303.25,6.58,15.25,23.55,0.71,0.31,23.7,20.8,2.75,232.0,3200.25,2132.67
2025-07-09,19.9,3900.0,5.55,56.0,35.8,89.0,47.2,8.28,373.0,3.57,22.0,21.35,12.3,17.15,37.15,0.45,78.25,13.1,203.0,1.0,40.0,49.5,0.88,4.2,1.34,7.78,0.69,4.66,37.15,225.75,46.5,4.1,6.0,365.25,320.0,5.2,7.24,10.8,2.42,1500.0,20.0,10.9,310.0,2.73,0.27,62.25,1575.32,2543.81,4094.85,161.0,,1156.08,1.94,9.74,14.15,4.14,26.85,6.62,7.94,15.3,,,176.75,297.5,6.5,14.05,23.15,0.71,0.3,22.1,20.15,2.65,230.0,3162.63,2107.61
2025-07-10,19.85,3900.0,5.55,56.0,35.5,89.0,47.2,8.24,373.25,3.39,22.5,21.65,12.3,17.05,37.3,0.45,78.25,12.95,210.5,1.0,43.4,49.5,0.91,4.23,1.34,7.56,0.69,4.66,36.8,226.0,46.5,4.1,6.0,369.75,302.0,5.34,7.16,10.6,2.21,1500.0,20.0,10.85,310.0,2.54,0.27,62.0,1575.69,2516.27,4088.43,160.27,,1153.98,1.9,9.78,14.4,4.11,26.55,6.02,7.78,15.25,,,173.0,301.75,6.82,14.1,23.65,0.71,0.32,21.3,20.1,2.65,230.75,3163.57,2108.23
2025-07-11,19.9,3900.0,5.55,56.0,35.1,89.0,47.2,8.18,381.0,3.29,22.05,20.7,12.05,17.05,37.3,0.45,79.25,11.75,211.75,1.0,45.05,49.65,0.92,4.22,1.31,7.42,0.69,4.66,36.15,226.0,46.4,4.1,6.0,400.0,321.5,5.32,7.08,11.05,2.26,1500.0,20.0,10.9,310.0,2.58,0.27,63.5,1567.28,2513.67,4077.04,159.06,,1156.88,1.85,9.66,14.0,4.25,26.0,5.42,8.0,15.75,,,171.0,301.25,6.5,15.2,24.05,0.71,0.31,21.25,20.5,2.53,239.75,3149.64,2098.95
2025-07-14,19.65,3900.0,5.55,56.0,35.05,89.0,47.2,8.04,379.75,3.42,22.0,21.75,11.7,16.9,40.0,0.45,79.0,11.75,209.0,1.0,46.8,48.55,0.91,4.48,1.3,7.38,0.68,4.66,36.8,226.0,46.15,4.1,6.0,400.0,320.75,5.42,7.04,11.15,2.25,1500.0,20.0,10.8,310.0,2.52,0.27,63.25,1550.19,2502.86,4039.89,157.69,,1155.69,1.85,9.92,14.0,4.2,25.7,5.38,8.0,15.05,,,170.5,301.0,7.02,15.25,23.2,0.71,0.3,20.6,21.0,2.61,240.0,3114.76,2075.7
2025-07-15,19.75,3900.0,5.55,56.0,35.1,89.0,47.2,8.02,377.5,3.32,22.55,21.2,12.0,17.0,38.45,0.45,78.5,11.75,206.25,1.0,47.5,49.45,0.9,4.25,1.32,7.38,0.69,4.66,36.7,230.5,46.35,4.1,6.0,400.0,320.0,5.34,7.1,11.2,2.28,1500.0,20.0,10.85,310.0,2.7,0.27,62.75,1553.09,2504.4,4043.51,157.04,,1154.15,1.81,9.86,14.0,4.3,25.6,5.32,8.04,15.2,,,170.0,301.25,6.76,14.5,23.4,0.71,0.32,15.75,20.85,2.67,240.25,3122.78,2081.05
2025-07-16,19.8,3900.0,5.55,56.0,35.15,89.0,47.2,8.06,377.5,3.23,23.35,21.7,12.0,16.95,40.65,0.45,78.5,11.65,208.25,1.0,47.65,49.45,0.91,4.23,1.34,7.34,0.68,4.66,36.7,237.25,45.9,4.1,6.0,400.0,340.75,5.28,7.04,11.0,2.2,1500.0,20.0,10.7,310.0,2.69,0.27,63.5,1557.13,2496.77,4057.97,157.6,,1156.26,1.77,9.78,13.95,4.43,25.85,5.38,8.14,15.35,,,171.0,301.5,6.6,15.0,23.45,0.71,0.32,14.25,19.1,2.7,240.5,3127.2,2083.19
2025-07-17,19.7,3900.0,5.55,56.0,35.3,89.0,47.2,8.14,381.0,3.21,23.35,21.3,11.8,16.85,40.0,0.45,78.0,11.5,199.5,1.0,47.65,50.0,0.9,4.53,1.33,7.5,0.65,4.66,36.55,235.0,45.9,4.1,6.0,400.0,340.75,5.28,7.12,10.7,2.14,1500.0,20.0,10.8,310.0,2.54,0.27,63.0,1552.39,2487.98,4046.55,157.79,,1156.0,1.82,9.66,13.85,4.4,26.1,5.5,8.34,15.5,,,171.25,302.0,6.46,15.0,23.85,0.71,0.32,14.0,19.9,2.57,239.25,3127.07,2083.91
2025-07-18,19.55,3900.0,5.55,56.0,35.05,90.75,47.2,8.28,381.0,3.33,23.35,21.9,11.85,16.75,41.0,0.45,78.25,11.5,194.25,1.0,47.15,49.5,0.93,4.52,1.27,7.72,0.68,4.66,36.5,235.0,46.2,4.1,6.0,400.0,321.75,5.3,7.16,10.7,2.21,1500.0,20.0,10.85,310.0,2.53,0.27,63.0,1545.47,2500.78,4038.52,157.93,,1157.31,1.81,9.52,13.8,4.01,26.25,5.0,8.16,15.55,,,173.5,304.5,6.46,15.0,24.0,0.71,0.32,13.65,19.55,2.58,235.25,3121.91,2080.47
2025-07-21,19.6,3900.0,5.55,56.0,35.05,90.0,47.2,8.42,380.0,3.3,23.5,21.95,12.0,16.45,41.0,0.45,78.0,11.95,196.0,1.0,48.4,49.8,0.87,4.35,1.27,7.68,0.66,4.66,36.15,235.25,46.9,4.1,6.0,400.0,325.25,5.22,7.08,10.8,2.24,1500.0,20.0,10.65,310.0,2.6,0.27,63.0,1551.59,2507.43,4056.82,158.63,,1161.02,1.83,9.34,13.65,4.0,26.45,5.0,7.76,15.45,,,176.25,305.75,6.16,14.3,24.1,0.71,0.31,13.35,19.55,2.52,239.75,3141.93,2093.81
2025-07-22,19.45,4080.0,5.55,56.0,34.75,90.0,47.2,8.54,379.75,3.34,23.5,21.7,11.5,16.45,41.5,0.45,78.25,11.0,193.0,1.0,48.95,49.7,0.86,4.22,1.29,7.78,0.67,4.66,36.15,235.25,47.55,4.1,6.0,400.0,328.5,5.36,7.14,10.75,2.22,1500.0,20.0,10.4,310.0,2.6,0.27,63.0,1557.62,2507.36,4070.99,159.92,,1169.22,1.82,9.8,13.55,4.0,27.0,5.0,8.02,15.4,,,177.25,305.5,6.14,14.9,24.0,0.71,0.31,12.25,18.95,2.63,239.75,3160.67,2106.3
2025-07-23,19.55,4080.0,5.55,61.5,34.5,89.25,47.2,8.42,380.5,3.25,23.5,21.4,11.4,16.5,44.9,0.45,78.0,11.15,198.25,1.0,45.0,50.0,0.88,4.33,1.27,7.88,0.65,4.66,36.15,238.5,48.25,4.1,6.0,400.0,329.25,5.2,7.16,10.9,2.2,1500.0,20.0,11.0,310.0,2.65,0.27,64.0,1572.7,2512.88,4106.07,160.98,,1165.18,1.83,9.78,13.55,3.64,27.2,5.04,8.02,15.1,,,177.0,307.0,6.36,14.7,24.1,0.71,0.31,11.55,19.55,2.61,239.25,3190.71,2126.32
2025-07-24,19.45,4080.0,5.55,63.5,35.0,89.5,47.2,8.44,379.25,3.37,24.8,21.6,11.6,16.6,41.25,0.45,78.0,11.6,198.0,1.0,46.75,50.25,0.93,4.05,1.27,7.82,0.65,4.66,36.5,235.0,47.3,4.1,6.0,439.0,332.25,5.18,7.26,10.9,2.21,1500.0,20.0,11.0,310.0,2.68,0.27,64.25,1566.92,2521.81,4094.94,160.23,,1154.15,1.83,9.6,13.65,3.86,26.9,5.5,8.0,15.45,,5.9,176.75,309.25,6.62,14.7,24.95,0.71,0.31,10.65,19.55,2.68,241.5,3173.57,2114.9
2025-07-25,19.5,4080.0,5.55,63.5,35.5,89.5,47.2,8.8,398.5,3.36,24.8,21.65,11.55,16.65,43.95,0.45,77.0,11.6,196.25,1.0,47.75,50.5,0.91,4.18,1.28,7.84,0.68,4.66,36.9,231.75,47.5,4.1,6.0,439.0,330.75,5.2,7.3,10.9,2.2,1500.0,20.0,11.0,310.0,2.69,0.27,64.75,1569.11,2536.04,4104.79,160.53,,1152.52,1.81,9.9,13.7,3.9,26.9,5.92,8.1,15.05,,5.92,176.75,309.0,6.02,14.3,25.45,0.71,0.3,9.94,19.25,2.6,245.25,3182.27,2120.69
