Date,ABSA Bank Kenya Plc,ABSA NewGold ETF,ARM Cement Plc,Africa Mega Agricorp Plc,BK Group Plc,BOC Kenya Plc,Bamburi Cement Ltd,Britam Holdings Plc,British American Tobacco Kenya Plc,CIC Insurance Group Ltd,Car and General (K) Ltd,Carbacid Investments Plc,Centum Investment Company Plc,Co-operative Bank of Kenya Ltd,Crown Paints Kenya Plc,Deacons (East Africa) Plc,Diamond Trust Bank Kenya Ltd,Eaagads Ltd,East African Breweries Ltd,East African Cables Plc,East African Portland Cement Ltd,Equity Group Holdings Plc,Eveready East Africa Ltd,Express Kenya Plc,Flame Tree Group Holdings Ltd,HF Group Ltd,Home Afrika Ltd,Homeboyz Entertainment Plc,I & M Holdings Plc,Jubilee Holdings Ltd,KCB Group Plc,KPLC-P4,KPLC-P7,Kakuzi Plc,Kapchorua Tea Kenya Plc,Kenya Airways Plc,Kenya Electricity Generating Company Plc,Kenya Power and Lighting Company Plc,Kenya Re-Insurance Corporation Ltd,Kurwitu Ventures Ltd,Laptrust Imara Income-REIT,Liberty Kenya Holdings Ltd,Limuru Tea Plc,Longhorn Publishers Plc,Mumias Sugar Company Ltd,NCBA Group Plc,NSE 10-Share Index,NSE 20-Share Index,NSE 25-Share Index,NSE All-Share Index,NSE Banking Sector Index,NSE Bonds Index,Nairobi Business Ventures Ltd,Nairobi Securities Exchange Plc,Nation Media Group Plc,Olympia Capital Holdings Ltd,Safaricom Plc,Sameer Africa Plc,Sanlam Kenya Plc,Sasini Plc,Satrix MSCI World Feeder ETF,Shri Krishana Overseas Plc,Stanbic Holdings Plc,Standard Chartered Bank Kenya Ltd,Standard Group Plc,TPS Eastern Africa (Serena) Ltd,TotalEnergies Marketing Kenya Plc,Trans-Century Plc,Uchumi Supermarket Plc,Umeme Ltd,Unga Group Ltd,WPP ScanGroup Plc,Williamson Tea Kenya Plc,Zamara Kenya Equity Index (KES),Zamara Kenya Equity Index (USD)
2025-02-07,18.25,3385.0,5.55,56.75,35.45,80.0,57.75,7.0,362.0,2.78,22.9,20.0,12.2,16.05,31.05,0.45,69.75,12.55,183.75,2.42,30.45,48.0,1.5,3.8,1.9,8.0,1.02,4.66,35.5,200.0,45.05,4.0,6.0,400.0,240.0,5.48,4.52,6.96,1.69,1500.0,20.0,7.24,301.0,3.2,0.27,48.2,1340.51,2194.48,3508.72,129.58,,1132.25,2.15,6.68,13.75,3.49,17.95,3.26,6.52,15.5,,,143.5,279.5,6.38,15.95,22.0,1.35,0.38,17.0,21.4,3.78,211.25,2602.76,1735.84
2025-02-10,18.2,3385.0,5.55,52.0,34.8,80.0,57.0,6.96,362.25,2.74,22.9,20.0,11.3,16.1,33.0,0.45,71.0,12.55,186.75,2.18,32.0,47.95,1.41,3.8,1.71,8.46,1.12,4.66,35.6,200.0,44.95,4.0,6.0,400.0,240.0,5.34,4.49,6.9,1.67,1500.0,20.0,7.28,301.0,3.09,0.27,48.1,1341.41,2186.4,3519.2,129.71,,1132.39,2.02,6.68,13.95,3.2,17.9,3.28,6.52,16.0,,,148.5,285.5,6.68,15.75,22.15,1.22,0.4,16.6,21.4,3.86,211.0,2611.32,1740.88
2025-02-11,18.2,3385.0,5.55,51.5,34.5,80.0,56.5,6.94,361.75,2.66,22.9,20.0,11.65,16.0,33.0,0.45,72.0,13.0,185.0,1.97,32.0,47.95,1.32,3.8,1.54,8.02,1.05,4.66,35.65,200.0,45.15,4.0,6.0,400.0,240.0,5.38,4.46,6.66,1.68,1500.0,20.0,7.96,301.0,3.03,0.27,49.75,1340.81,2178.88,3514.41,129.22,,1141.87,2.12,6.7,13.95,3.04,17.75,3.23,6.52,15.4,,,145.5,283.5,6.76,15.75,22.1,1.1,0.4,16.6,23.0,3.75,215.0,2604.12,1736.08
2025-02-12,18.35,3385.0,5.55,51.5,34.5,80.0,57.0,7.04,361.25,2.66,22.6,21.95,11.95,16.6,31.85,0.45,70.5,13.0,189.75,1.85,32.8,48.0,1.35,3.5,1.4,7.7,0.95,4.66,35.95,200.0,44.9,4.0,6.0,396.0,240.0,5.32,4.48,6.76,1.66,1500.0,20.0,7.98,299.0,3.25,0.27,49.8,1351.53,2198.11,3539.82,129.66,,1142.68,2.12,6.74,14.35,3.05,17.7,3.1,7.1,15.8,,,148.25,284.0,6.44,15.0,22.3,1.01,0.36,16.65,23.0,3.51,216.0,2613.88,1743.26
2025-02-13,18.5,3455.0,5.55,51.5,34.05,80.0,57.0,7.18,361.75,2.83,24.0,21.5,12.0,16.55,31.85,0.45,72.25,13.0,184.5,2.03,34.9,47.55,1.29,3.7,1.47,7.96,0.86,4.66,35.95,200.0,45.05,4.0,6.0,396.0,240.0,5.34,4.5,6.76,1.68,1500.0,20.0,7.98,299.0,3.2,0.27,49.8,1348.17,2208.92,3536.07,130.16,,1144.32,2.13,6.64,14.6,3.26,17.95,3.27,7.1,15.4,,,148.0,286.0,6.58,14.1,21.45,1.09,0.33,16.8,21.5,3.5,217.5,2609.11,1739.41
2025-02-14,18.5,3455.0,5.55,51.5,36.2,80.0,57.0,7.12,361.25,2.85,24.0,21.25,12.1,16.5,31.85,0.45,74.75,13.0,187.25,2.22,35.9,47.65,1.21,3.6,1.51,7.98,0.86,4.66,36.05,200.0,45.2,4.0,6.0,396.0,240.0,5.32,4.59,6.82,1.67,1500.0,20.0,7.6,299.0,3.06,0.27,49.8,1354.66,2222.69,3555.75,131.05,,1153.77,1.98,6.44,14.3,3.31,18.1,3.26,7.0,14.95,,,150.0,290.0,6.58,14.1,23.5,1.19,0.3,16.7,21.4,3.5,214.75,2625.71,1747.76
2025-02-17,18.45,3455.0,5.55,51.5,34.2,80.0,57.25,6.98,364.75,2.88,23.15,22.0,12.15,16.55,31.85,0.45,76.0,14.0,188.0,2.43,36.15,47.0,1.24,3.49,1.55,7.96,0.93,4.66,36.0,200.0,45.05,4.0,6.0,396.0,240.0,5.4,4.76,6.9,1.69,1500.0,20.0,7.96,299.0,3.3,0.27,49.9,1358.25,2224.74,3561.07,131.91,,1153.66,2.1,6.46,14.5,3.28,18.5,3.29,7.24,15.45,,,149.0,287.0,6.58,14.15,22.9,1.3,0.27,16.65,20.0,3.48,216.75,2626.98,1751.32
2025-02-18,18.5,3455.0,5.55,56.5,34.5,80.75,57.25,7.02,365.0,2.79,24.0,21.9,11.9,16.9,33.0,0.45,78.0,14.0,192.0,2.48,35.25,46.85,1.33,3.49,1.51,7.7,0.96,4.66,35.95,200.0,45.1,4.0,6.0,396.0,230.0,5.32,4.78,7.0,1.69,1500.0,20.0,8.0,299.0,3.15,0.27,49.05,1366.58,2223.99,3577.81,132.73,,1155.04,2.03,6.52,14.05,3.28,18.7,3.19,6.86,15.45,,,148.0,291.5,6.58,15.5,22.55,1.32,0.28,16.65,20.5,3.44,215.5,2645.41,1762.24
2025-02-19,19.1,3455.0,5.55,56.5,35.0,80.75,57.25,7.24,364.75,2.82,23.05,21.85,12.4,17.05,31.2,0.45,82.25,13.0,193.0,2.43,35.0,46.8,1.33,3.8,1.54,7.98,0.95,4.66,35.65,202.0,45.0,4.0,6.0,399.75,230.0,5.34,4.74,7.0,1.69,1500.0,20.0,7.68,309.5,3.46,0.27,48.9,1376.9,2237.81,3603.14,133.86,,1152.75,2.12,6.7,13.8,3.45,18.95,3.12,7.5,15.45,,,148.5,293.25,6.58,16.0,22.65,1.42,0.29,16.65,20.5,3.35,215.5,2662.43,1770.84
2025-02-20,19.0,3455.0,5.55,56.5,35.0,80.75,57.0,7.46,364.75,3.01,23.05,21.8,12.4,17.1,31.2,0.45,80.0,13.0,192.75,2.48,35.0,46.85,1.31,3.8,1.49,8.0,0.93,4.66,35.35,204.25,44.9,4.0,6.0,399.75,230.0,5.4,4.85,7.0,1.71,1500.0,20.0,7.52,309.5,3.12,0.27,49.1,1375.48,2255.17,3597.66,133.63,,1153.88,2.1,6.62,14.5,3.5,18.85,3.12,7.6,15.5,,,147.75,293.0,6.56,16.0,23.0,1.4,0.31,16.65,20.2,3.3,214.75,2656.82,1767.11
2025-02-21,18.95,3455.0,5.55,56.5,35.0,81.0,56.5,7.32,365.0,2.87,22.9,21.7,12.2,17.0,33.0,0.45,77.75,13.0,183.75,2.36,34.05,47.0,1.29,3.8,1.46,7.84,0.9,4.66,35.35,204.25,43.95,4.0,6.0,399.75,230.0,5.42,4.91,6.98,1.81,1500.0,20.0,7.5,309.5,3.12,0.27,49.25,1361.23,2241.11,3566.84,132.81,,1155.57,2.02,6.6,14.1,3.5,18.8,3.15,7.38,15.45,,,148.0,293.0,6.56,15.7,24.0,1.41,0.33,16.65,21.45,3.31,212.0,2622.28,1744.13
2025-02-24,18.95,3455.0,5.55,56.5,35.25,81.0,57.5,7.4,371.5,2.99,24.8,21.65,12.7,17.0,33.85,0.45,78.0,13.0,186.5,2.26,36.95,47.95,1.29,3.65,1.43,8.02,0.92,4.66,35.05,202.0,44.95,4.0,6.0,399.75,230.0,5.46,4.96,7.0,1.82,1500.0,20.0,7.5,309.5,3.43,0.27,48.95,1371.9,2265.08,3590.24,133.26,,1153.54,2.1,6.6,14.35,3.5,18.7,3.08,7.3,14.75,,,149.25,292.0,6.48,15.95,23.85,1.32,0.34,16.35,21.2,3.33,216.0,2656.56,1767.62
2025-02-25,19.0,3455.0,5.55,56.5,36.7,81.0,57.25,7.42,375.75,3.0,22.9,21.55,13.05,17.0,31.0,0.45,76.75,13.0,189.75,2.15,33.65,48.3,1.29,3.7,1.3,7.92,0.85,4.66,35.45,205.0,44.9,4.0,6.0,399.75,229.5,5.44,4.95,7.0,1.8,1500.0,20.0,7.94,309.5,3.42,0.27,49.05,1375.25,2280.56,3602.8,133.26,,1152.83,2.07,6.62,14.55,3.5,18.5,3.25,7.3,15.35,,,150.0,298.25,6.54,16.0,24.0,1.29,0.35,16.1,22.2,3.57,215.5,2669.73,1776.38
2025-02-26,19.0,3455.0,5.55,56.5,36.5,80.25,56.5,7.7,372.5,3.0,22.55,21.5,14.1,16.95,31.0,0.45,77.5,13.0,189.75,2.07,33.5,48.15,1.3,3.7,1.29,8.2,0.87,4.66,35.8,210.0,44.7,4.0,6.0,399.75,221.0,5.5,4.95,6.98,1.79,1500.0,20.0,7.5,309.5,3.42,0.27,49.75,1370.3,2288.37,3597.89,132.64,,1154.41,2.08,6.64,14.15,3.46,18.15,3.2,6.58,15.4,,,150.0,305.25,6.54,16.4,24.0,1.36,0.37,16.05,22.4,3.31,216.0,2661.56,1770.94
2025-02-27,19.1,3455.0,5.55,56.5,35.85,84.0,56.5,7.92,372.0,2.98,24.8,20.05,15.15,16.75,31.0,0.45,77.0,13.0,185.75,2.21,33.0,48.45,1.38,3.7,1.27,8.0,0.89,4.66,35.8,210.0,44.8,4.0,6.0,410.0,230.0,5.5,4.93,6.98,1.8,1500.0,20.0,7.78,309.5,3.08,0.27,50.0,1367.56,2293.51,3596.05,132.35,,1149.39,2.04,6.64,13.95,3.46,18.1,3.09,7.12,15.8,,,152.75,300.0,6.12,16.4,23.95,1.35,0.38,16.0,24.55,3.25,216.0,2651.85,1766.53
2025-02-28,19.0,3455.0,5.55,56.5,35.95,84.0,47.2,7.78,380.0,3.0,24.8,20.25,14.95,16.85,31.0,0.45,78.0,13.0,185.0,2.21,33.5,48.7,1.32,4.03,1.2,8.04,0.85,4.66,35.95,205.25,44.95,4.0,6.0,410.0,230.0,5.5,4.96,6.94,1.81,1500.0,20.0,7.78,300.0,3.16,0.27,50.25,1366.92,2300.17,3595.08,132.13,,1152.96,2.1,6.82,14.65,3.48,17.95,3.28,7.42,15.55,,,152.25,300.25,6.52,17.0,23.95,1.33,0.37,16.0,23.7,3.27,217.0,2652.31,1767.52
2025-03-03,19.05,3455.0,5.55,56.5,33.3,88.0,47.2,7.36,376.75,3.02,25.4,20.0,15.1,16.9,31.0,0.45,78.0,11.75,186.75,2.2,35.7,48.65,1.3,3.97,1.24,8.0,0.89,4.66,36.0,214.25,44.6,4.0,6.0,410.0,230.0,5.5,4.97,6.88,1.8,1500.0,20.0,7.44,300.0,3.18,0.27,50.75,1371.74,2293.87,3612.83,132.59,,1153.09,2.09,6.9,14.9,3.49,18.1,3.28,7.54,15.1,,,158.25,300.25,6.52,17.75,23.65,1.3,0.35,16.2,23.0,3.54,217.0,2654.75,1769.15
2025-03-04,19.05,3455.0,5.55,56.5,35.0,88.0,47.2,7.84,375.0,3.0,25.0,20.55,15.45,16.85,31.0,0.45,78.0,11.8,186.75,2.18,38.75,48.55,1.28,3.68,1.16,7.94,0.87,4.66,36.0,214.25,44.55,4.0,6.0,410.0,230.0,5.44,5.02,6.78,1.81,1500.0,20.0,7.12,300.0,3.2,0.27,51.75,1362.48,2306.85,3594.1,131.04,,1154.3,2.13,6.92,15.0,3.49,17.4,3.32,7.18,15.1,,,157.75,303.25,6.5,16.5,22.9,1.31,0.36,16.0,24.3,3.2,217.75,2651.24,1766.81
2025-03-05,19.2,3455.0,5.55,56.5,35.0,84.25,47.2,7.56,375.0,3.02,25.0,19.8,15.65,17.0,31.0,0.45,80.0,11.8,187.75,2.15,38.0,48.5,1.24,3.89,1.12,7.94,0.83,4.66,36.0,213.0,44.45,4.0,6.0,410.0,225.0,5.48,5.14,6.8,1.84,1500.0,20.0,7.12,300.0,2.98,0.27,51.75,1370.68,2321.45,3624.96,132.4,,1146.97,1.97,6.84,14.75,3.3,17.7,3.31,7.06,15.4,,,168.0,308.75,6.22,16.5,22.55,1.32,0.37,16.45,24.0,3.3,217.75,2666.36,1776.88
2025-03-06,19.1,3455.0,5.55,56.5,34.4,84.25,47.2,7.7,375.0,3.01,25.0,20.4,15.65,16.8,31.0,0.45,82.75,12.95,193.75,2.21,37.95,48.4,1.32,3.89,1.19,7.96,0.81,4.66,36.0,213.0,44.5,4.0,6.0,410.0,223.0,5.5,5.26,6.78,1.92,1500.0,20.0,7.82,300.0,2.89,0.27,54.0,1384.12,2339.62,3656.97,133.69,,1147.68,2.05,6.82,15.05,3.48,17.95,3.38,7.68,15.95,,,168.5,309.5,6.02,16.3,22.55,1.3,0.37,16.6,24.15,3.31,230.5,2686.02,1790.68
2025-03-07,19.3,3455.0,5.55,56.5,37.15,84.0,47.2,7.82,375.5,3.04,24.0,20.7,15.55,16.9,31.1,0.45,80.5,12.95,189.75,2.14,38.0,48.5,1.27,3.88,1.17,7.92,0.87,4.66,36.05,210.0,44.75,4.0,6.0,410.0,220.0,5.46,5.18,6.74,1.86,1500.0,20.0,7.88,300.0,2.88,0.27,51.75,1379.48,2337.85,3643.48,133.71,,1157.82,2.12,6.86,14.85,3.16,18.05,3.35,7.06,15.7,,,166.5,309.0,6.02,15.5,23.1,1.3,0.35,17.0,24.5,3.25,232.5,2685.94,1790.62
2025-03-10,19.05,3455.0,5.55,51.0,35.4,84.0,47.2,7.64,374.0,3.02,25.0,20.1,15.4,16.6,31.1,0.45,80.25,11.75,185.0,2.15,38.0,48.5,1.26,3.83,1.11,7.18,0.84,4.66,36.1,210.0,44.5,4.0,6.0,400.0,221.5,5.44,5.18,6.74,1.91,1500.0,20.0,7.2,300.0,2.8,0.27,51.25,1366.78,2317.22,3613.41,132.36,,1160.67,2.03,6.88,14.95,3.16,18.0,3.31,7.18,16.0,,,167.75,293.0,6.02,16.0,22.65,1.29,0.34,16.65,23.65,3.25,218.25,2651.94,1767.96
2025-03-11,19.0,3455.0,5.55,51.0,34.85,86.0,47.2,7.7,368.5,3.0,25.0,20.4,14.2,16.45,31.15,0.45,80.25,11.75,185.75,2.26,38.1,48.5,1.32,3.6,1.15,7.84,0.81,4.66,36.0,216.0,44.45,4.0,6.0,400.0,221.5,5.44,5.18,6.8,1.95,1500.0,20.0,7.5,320.0,2.8,0.27,50.75,1363.79,2299.94,3605.4,132.17,,1158.51,1.95,6.8,14.45,3.17,18.0,3.55,7.68,16.0,,,166.5,291.25,5.88,15.75,22.65,1.29,0.35,16.3,23.8,3.23,218.25,2648.93,1765.95
2025-03-12,19.0,3455.0,5.55,51.0,36.9,86.0,47.2,7.52,363.5,2.99,25.0,20.2,13.95,15.9,31.15,0.45,79.5,12.85,186.75,2.2,38.0,48.45,1.25,3.96,1.11,7.36,0.82,4.66,35.95,219.5,44.1,4.0,6.0,400.0,221.5,5.34,5.14,6.76,1.93,1500.0,20.0,7.6,320.0,3.05,0.27,50.25,1356.5,2287.09,3583.05,131.56,,1161.59,2.09,6.74,14.5,3.17,17.95,3.56,7.22,15.9,,,162.0,288.0,6.0,15.75,23.1,1.24,0.33,17.0,23.8,3.22,218.25,2640.37,1758.2
2025-03-13,19.0,3455.0,5.55,51.0,36.0,86.0,47.2,7.66,370.0,2.85,25.0,19.9,13.15,15.45,31.15,0.45,81.75,12.9,189.25,2.23,38.05,48.1,1.21,3.96,1.21,7.44,0.78,4.66,35.75,221.25,40.1,4.0,6.0,400.0,222.0,5.3,5.0,6.52,1.92,1500.0,20.0,7.98,320.0,3.0,0.27,50.25,1336.6,2251.02,3538.96,130.14,,1161.94,2.05,6.68,14.45,3.17,17.85,3.5,7.8,15.8,,,160.0,285.5,6.0,15.75,23.1,1.22,0.31,17.0,23.8,3.2,218.75,2587.09,1720.73
2025-03-14,19.05,3455.0,5.55,51.0,35.5,84.0,47.2,7.7,369.75,2.92,24.5,20.45,12.15,15.05,31.15,0.45,79.25,12.9,185.5,2.21,38.0,47.6,1.21,3.9,1.21,7.46,0.76,4.66,35.05,225.25,42.15,4.0,6.0,400.0,225.0,5.3,5.02,6.5,1.9,1500.0,20.0,7.68,320.0,3.04,0.27,51.75,1334.54,2236.72,3529.45,129.54,,1162.73,2.04,6.84,14.4,3.17,17.75,3.48,8.12,15.9,,,160.5,270.75,6.1,15.5,23.65,1.26,0.34,17.0,23.2,3.04,225.0,2585.76,1719.84
2025-03-17,19.05,3455.0,5.55,51.0,35.1,84.0,47.2,7.66,369.5,3.0,24.5,20.0,12.3,16.55,33.5,0.45,81.5,12.9,186.0,2.24,39.0,47.55,1.22,3.96,1.2,7.56,0.81,4.66,34.95,221.0,42.25,4.0,6.0,400.0,226.0,5.22,5.04,6.44,1.94,1500.0,20.0,7.1,320.0,3.27,0.27,52.25,1350.02,2252.25,3558.32,130.35,,1163.11,2.07,6.86,14.2,3.17,17.8,3.52,8.42,15.7,,,160.75,272.0,6.18,15.7,24.0,1.28,0.33,16.9,23.7,3.02,226.75,2590.04,1722.69
2025-03-18,19.0,3455.0,5.55,51.0,35.0,84.0,47.2,7.88,369.75,2.74,22.05,19.95,13.0,16.45,33.5,0.45,80.0,12.9,187.0,2.14,42.0,47.4,1.23,3.96,1.21,7.38,0.77,4.66,34.85,216.0,42.45,4.0,6.0,400.0,226.0,5.16,5.04,6.32,1.89,1500.0,20.0,7.32,320.0,3.13,0.27,52.0,1348.16,2241.35,3552.28,129.9,,1157.42,1.97,6.8,13.8,3.17,17.7,3.52,8.58,15.85,,,161.75,270.5,5.88,15.0,23.65,1.28,0.32,16.65,23.7,3.04,225.0,2589.13,1722.75
2025-03-19,18.95,3455.0,5.55,51.0,33.25,84.0,47.2,7.66,369.5,2.94,22.05,20.0,13.25,16.2,33.5,0.45,80.0,13.0,190.0,2.2,39.0,47.35,1.22,3.58,1.17,7.18,0.76,4.66,34.8,203.75,42.45,4.0,6.0,400.0,226.0,5.16,5.12,6.28,1.9,1500.0,20.0,7.84,320.0,3.35,0.27,51.5,1346.7,2256.53,3555.16,130.25,,1155.5,1.9,6.64,13.95,3.48,17.6,3.54,8.58,15.85,,,161.5,305.5,5.88,15.75,23.85,1.29,0.3,16.05,23.0,3.01,225.0,2622.52,1745.64
2025-03-20,18.9,3455.0,5.55,51.0,34.0,84.0,47.2,7.96,370.0,2.99,22.05,20.0,12.75,16.1,32.6,0.45,79.75,13.0,185.25,2.19,41.4,46.9,1.19,3.66,1.21,7.3,0.73,4.66,34.6,216.25,42.5,4.0,6.0,400.0,230.0,5.08,5.12,6.3,1.9,1500.0,20.0,8.0,320.0,3.35,0.27,51.75,1336.88,2252.97,3537.34,129.91,,1156.36,1.92,6.64,13.65,3.18,17.55,3.78,8.18,15.3,,,161.0,304.25,5.9,15.75,22.7,1.27,0.31,17.0,23.0,3.07,228.5,2604.23,1732.8
2025-03-21,18.8,3455.0,5.55,51.0,34.0,84.0,47.2,7.66,369.25,2.85,22.05,19.85,13.1,15.95,33.0,0.45,79.75,13.0,185.25,2.17,40.0,46.65,1.17,3.66,1.21,7.4,0.75,4.66,34.95,216.25,42.0,4.0,6.0,400.0,226.25,5.26,5.06,6.38,1.91,1500.0,20.0,8.18,320.0,3.35,0.27,52.25,1335.94,2245.04,3534.87,130.22,,1159.29,1.91,6.76,13.55,3.17,17.75,3.49,8.18,15.9,,,160.0,304.0,5.9,15.1,22.2,1.28,0.32,17.0,24.95,3.02,228.5,2598.16,1729.43
2025-03-24,18.95,3455.0,5.55,51.0,35.0,90.0,47.2,7.62,370.0,2.89,22.05,20.0,12.55,15.95,33.0,0.45,80.0,13.0,177.5,2.13,40.65,46.35,1.21,3.8,1.16,7.0,0.77,4.66,34.6,208.25,41.7,4.0,6.0,400.0,226.25,5.22,5.04,6.48,1.9,1500.0,20.0,8.02,320.0,3.35,0.27,53.75,1328.05,2240.76,3515.62,129.75,,1159.96,2.1,6.66,13.5,3.31,17.75,3.61,7.9,15.55,,,160.25,301.25,5.9,15.05,21.6,1.26,0.34,16.95,23.95,2.96,223.5,2572.5,1712.35
2025-03-25,19.0,3455.0,5.55,51.0,34.95,85.0,47.2,7.6,370.0,2.83,22.05,19.9,13.05,15.9,33.0,0.45,80.0,12.5,172.75,2.18,42.0,46.2,1.19,3.56,1.21,6.82,0.75,4.66,34.55,202.0,42.0,4.0,6.0,400.0,226.25,5.1,5.04,6.5,1.94,1500.0,20.0,8.34,320.0,3.08,0.27,52.75,1322.67,2242.61,3505.23,129.62,,1162.16,1.92,6.7,13.7,3.46,17.85,3.29,8.52,15.95,,,161.0,300.5,6.1,14.9,23.25,1.26,0.34,17.0,22.9,2.98,217.25,2566.14,1708.11
2025-03-26,19.05,3455.0,5.55,51.0,34.05,84.0,47.2,8.1,370.0,2.9,22.0,19.85,12.65,15.95,30.0,0.45,76.25,12.5,181.25,2.19,40.0,46.3,1.17,3.8,1.21,6.98,0.74,4.66,33.15,199.0,42.05,4.0,6.0,400.0,226.25,5.28,5.08,6.56,2.0,1500.0,20.0,10.4,320.0,3.04,0.27,52.75,1334.79,2254.26,3525.79,130.24,,1161.89,2.08,6.76,13.55,3.39,17.9,3.32,8.16,15.85,,,164.0,300.25,6.1,14.85,23.3,1.23,0.33,16.6,24.95,3.18,217.0,2590.14,1724.09
2025-03-27,19.0,3455.0,5.55,51.0,34.5,84.0,47.2,8.42,370.0,2.94,22.0,19.9,12.45,15.95,30.0,0.45,73.0,11.55,180.0,2.18,38.0,46.95,1.19,3.67,1.2,6.98,0.72,4.66,32.4,195.0,42.05,4.0,6.0,400.0,226.25,5.06,5.06,6.64,2.07,1500.0,20.0,10.5,320.0,3.34,0.27,52.5,1337.71,2263.39,3527.24,130.41,,1161.82,2.05,6.88,13.65,3.39,18.0,3.6,8.38,15.55,,,164.5,299.0,6.1,14.7,23.2,1.23,0.36,16.8,25.15,3.14,217.0,2594.46,1726.96
2025-03-28,19.0,3455.0,5.55,51.0,34.0,80.5,47.2,7.98,371.25,2.84,20.15,19.75,12.55,16.0,30.0,0.45,75.75,11.5,180.0,2.23,40.25,47.1,1.16,3.57,1.14,6.9,0.76,4.66,32.35,192.25,42.15,4.0,6.0,400.0,226.25,4.98,5.02,6.76,1.61,1500.0,20.0,10.3,320.0,3.02,0.27,52.5,1342.38,2226.88,3532.38,130.81,,,2.0,6.98,13.65,3.62,18.3,3.61,8.4,15.8,,,161.75,299.25,6.0,14.6,22.1,1.26,0.35,16.0,25.1,3.26,219.0,2605.59,1735.04
2025-04-01,19.0,3455.0,5.55,51.0,34.6,80.5,47.2,7.86,376.25,2.91,20.15,19.6,12.75,16.15,30.0,0.45,76.25,11.5,180.0,2.23,39.35,47.15,1.18,3.8,1.13,6.96,0.75,4.66,33.3,190.25,42.05,4.0,6.0,400.0,226.25,4.95,4.98,6.74,1.63,1500.0,20.0,10.6,320.0,3.02,0.27,52.5,1346.78,2241.25,3548.88,131.59,,1163.71,2.09,7.08,13.8,3.62,18.5,3.3,8.4,15.65,,,163.25,300.25,6.0,14.75,21.9,1.33,0.35,15.65,25.1,3.02,220.0,2612.44,1740.28
2025-04-02,18.8,3455.0,5.55,51.0,34.0,80.5,47.2,7.6,377.75,2.99,22.0,19.75,12.35,16.1,30.0,0.45,74.0,11.5,184.5,2.24,38.0,47.5,1.18,3.62,1.13,6.84,0.76,4.66,30.35,190.0,41.9,4.0,6.0,400.0,226.0,4.83,4.96,6.6,1.61,1500.0,20.0,10.2,300.0,3.02,0.27,53.5,1353.95,2225.59,3545.87,131.5,,1164.24,1.95,7.04,13.8,3.87,18.55,3.32,8.4,15.45,,,164.0,300.5,6.0,14.55,22.85,1.39,0.34,15.65,26.6,2.98,217.0,2623.94,1747.94
2025-04-03,18.05,3455.0,5.55,51.0,34.0,80.5,47.2,7.6,376.5,3.12,22.0,19.5,12.95,16.1,30.0,0.45,72.75,11.5,181.5,2.23,40.0,47.35,1.13,3.79,1.16,6.92,0.73,4.66,31.95,203.75,41.5,4.0,6.0,400.5,226.0,4.83,4.96,6.54,1.63,1500.0,20.0,10.6,300.0,3.02,0.27,54.0,1343.23,2233.39,3537.01,131.25,,1163.5,2.01,7.04,13.5,3.8,18.5,3.35,8.6,15.5,,,165.75,301.5,6.04,14.85,22.15,1.4,0.35,15.65,26.65,2.95,217.0,2597.96,1730.63
2025-04-04,18.1,3455.0,5.55,51.0,34.0,80.5,47.2,7.32,374.75,2.98,22.0,19.95,13.3,16.15,32.55,0.45,75.0,12.65,185.75,2.23,40.0,47.1,1.15,3.8,1.19,6.84,0.75,4.66,31.6,210.0,39.75,4.0,6.0,400.5,210.0,4.96,4.99,6.48,1.66,1500.0,20.0,11.05,310.0,3.3,0.27,54.0,1344.08,2225.1,3536.24,131.51,,1167.54,1.99,7.46,13.5,3.54,18.65,3.57,8.6,15.25,,,165.5,300.25,6.1,14.95,22.3,1.4,0.35,15.65,27.35,2.95,220.0,2605.21,1735.47
2025-04-07,17.75,3455.0,5.55,51.0,34.0,80.0,47.2,6.88,370.25,3.1,22.0,19.55,13.25,16.15,33.05,0.45,74.0,12.65,185.25,2.21,39.0,45.15,1.14,3.79,1.17,6.76,0.73,4.66,31.5,211.25,38.4,4.0,6.0,400.5,210.0,5.0,4.93,6.22,1.67,1500.0,20.0,11.3,310.0,3.01,0.27,54.0,1316.01,2204.76,3475.74,129.13,,1166.63,1.92,7.08,13.7,3.5,18.1,3.25,8.6,15.05,,,168.0,301.5,6.1,15.4,22.0,1.39,0.37,15.65,27.05,3.01,215.25,2546.13,1692.18
2025-04-08,17.2,3555.0,5.55,51.0,34.0,78.0,47.2,6.6,371.75,2.98,22.0,19.9,13.0,16.0,35.15,0.45,71.25,12.65,185.5,2.21,38.25,44.2,1.13,3.63,1.2,6.56,0.71,4.66,30.3,210.0,38.0,4.0,6.0,440.0,210.0,5.16,4.83,6.08,1.65,1500.0,20.0,11.95,310.0,3.0,0.27,52.0,1291.16,2167.53,3410.14,126.88,,1166.53,1.9,7.06,13.7,3.51,17.6,3.51,8.72,15.4,,,165.75,301.5,6.1,16.05,22.9,1.36,0.39,15.65,26.0,3.0,220.0,2511.22,1669.62
